Player,Nation,Position,Team,Age,Matches,Minutes,YellowCards,RedCards,Goals,PKGoals,PKAttempts,Assists,OwnGoals,PassAttempted,PassCompleted,AerialsWon,AerialsLost,AerialsWonPerc,Tackles,TacklesWon,Clearances,FoulsCommitted,PKConceded,Shots,ShotsTarget,FoulsDrawn,Crosses,PKWon
Abner,BRA,DF,Betis,22,4,272,0,0,0,0,0,0,0,54.3,39,1,2,33.3,2.67,2.33,2.67,0.67,0,0.67,0.33,0.67,1.33,0
Marcos Acuña,ARG,DF,Sevilla,31,16,985,0.46,0.09,2,0,0,0.09,0,62.9,46.5,1.19,0.92,56.5,3.3,1.74,1.28,1.65,0.09,1.47,0.37,1.65,7.61,0
Álvaro Aguado,ESP,MF,Valladolid,26,19,1130,0.16,0,0,0,0,0.16,0,53.3,44.2,0.95,1.03,48,0.95,0.48,0.56,0.48,0.08,0.71,0.16,1.27,2.22,0
Joseph Aidoo,GHA,DF,Celta Vigo,27,20,1800,0.15,0,2,0,0,0,0,50.8,43.4,1.75,1.85,48.6,1.7,1.05,4.2,0.6,0.05,0.45,0.1,0.35,0,0
Sergio Akieme,ESP,DF,Almería,25,21,1890,0.19,0,0,0,0,0,0,43.9,34,0.52,0.62,45.8,1.29,0.76,1.48,0.81,0,1.05,0.29,0.67,3,0
Paul Akouokou,CIV,MF,Betis,25,6,238,0.77,0,0,0,0,0,0,38.8,36.2,0.38,2.31,14.3,3.46,1.92,0.77,1.54,0,0.77,0.38,1.15,0,0
David Alaba,AUT,DF,Real Madrid,30,17,1365,0.2,0,1,0,0,0.2,0,56.8,50.2,0.33,0.39,45.5,0.66,0.53,1.64,0.46,0.07,0.59,0.07,0.13,1.25,0
Tomás Alarcón,CHI,MF,Cádiz,24,4,223,0.8,0.4,0,0,0,0,0,38,31.2,1.2,0.4,75,1.2,0.8,0.8,1.6,0,0.8,0.4,1.2,2.4,0
Jordi Alba,ESP,DF,Barcelona,33,14,931,0.39,0.1,1,0,0,0.29,0,97,82.6,0.58,0.97,37.5,1.65,1.26,1.36,0.68,0,0.87,0.19,0.19,5.05,0
Raúl Albiol,ESP,DF,Villarreal,37,17,1519,0.3,0,0,0,0,0,0,61.8,54.7,1.72,0.95,64.4,1.01,0.65,4.56,0.83,0,0.06,0,0.65,0.06,0
Rubén Alcaraz,ESP,MF,Cádiz,31,16,1008,0.54,0.09,1,0,0,0,0,41.3,32.5,1.52,1.34,53.1,2.5,1.7,1.52,1.96,0,1.52,0.18,1.79,1.16,0
Omar Alderete,PAR,DF,Getafe,26,8,630,0.43,0,0,0,0,0,0,44.9,28.3,3.14,1.71,64.7,1.29,0.29,4.29,1.14,0,0.71,0.14,0.86,0.29,0
Iván Alejo,ESP,MFFW,Cádiz,28,16,729,1.11,0.12,0,0,0,0.12,0,23.8,13.3,1.73,1.23,58.3,2.96,1.98,0.86,3.33,0.12,1.48,0.25,2.72,6.17,0
Carles Aleñá,ESP,MF,Getafe,25,19,1455,0.49,0,2,0,0,0.12,0,36.6,28.3,0.56,1.3,30,0.93,0.62,0.86,2.41,0,1.3,0.49,2.28,1.42,0
Alejandro Alfaro,ESP,MF,Elche,20,1,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0
Ángel Algobia,ESP,MF,Getafe,23,14,747,0.24,0,0,0,0,0,0,44.5,36.6,0.72,1.69,30,1.93,0.84,0.72,2.29,0,0.36,0,0.84,0.84,0
Mohamed Ali Cho,FRA,FW,Real Sociedad,19,8,317,0.29,0,0,0,0,0.57,0,20.9,13.1,0.29,2.29,11.1,1.43,0.86,0.57,1.43,0,3.14,1.43,2,4.29,0.29
Domingos André Ribeiro Almeida,POR,MF,Valencia,22,18,1255,0.14,0,2,0,0,0.22,0,49.2,40.1,0.65,1.15,36,2.52,1.73,0.58,1.15,0,0.79,0.36,1.51,3.24,0
Marcos Alonso,ESP,DF,Barcelona,32,12,620,0.14,0,1,0,0,0,0,80.7,73.6,1.59,1.16,57.9,1.16,0.72,2.32,0.87,0.14,0.43,0.14,0.58,1.01,0
Carlos Álvarez,ESP,FW,Sevilla,19,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Gastón Álvarez,URU,DF,Getafe,22,10,571,0.32,0.16,2,0,0,0,0,32.2,21.1,2.22,2.22,50,2.22,1.43,2.7,1.43,0,0.32,0.32,1.11,0.79,0
Yeray Álvarez,ESP,DF,Athletic Club,28,18,1565,0.17,0.06,1,0,0,0.06,0,54.1,44.3,2.01,1.49,57.4,1.21,0.8,3.74,0.75,0.06,0.34,0.06,0.98,0.34,0
Amath,SEN,MFFW,Mallorca,26,14,494,0.36,0,1,0,0,0,0,21.6,16.7,0.36,0.91,28.6,3.09,1.82,0.36,2.73,0,1.82,0.73,1.09,1.27,0.18
Jordan Amavi,FRA,DF,Getafe,28,4,193,0.95,0.48,0,0,0,0,0,45.7,24.3,3.81,1.43,72.7,1.43,0.95,3.33,0.95,0,0,0,0.95,2.86,0
Fabrizio Angileri,ARG,DF,Getafe,28,8,510,0.35,0.18,0,0,0,0,0,38.8,22.8,2.46,1.23,66.7,1.23,0.88,1.4,1.05,0.18,0.53,0,0.18,1.58,0
Anuar,MAR,MFFW,Valladolid,28,3,210,0.43,0,1,0,0,0,0,17.4,13,0.87,2.17,28.6,1.74,1.74,1.3,1.3,0,1.3,0.43,2.61,0.43,0
Mauro Arambarri,URU,MF,Getafe,27,7,587,0.31,0.15,0,0,0,0.15,0,41.5,34.5,0.92,0.77,54.5,1.38,0.62,1.54,1.69,0,0.92,0,1.54,3.85,0
Ronald Araújo,URU,DF,Barcelona,23,10,859,0.32,0,0,0,0,0.11,0,65.5,58.1,2.11,1.26,62.5,1.37,0.95,1.89,0.53,0,0.63,0,0.42,0.11,0
Roberto Arroyo,ESP,MF,Valladolid,19,1,15,0,0,0,0,0,0,0,25,0,0,0,0,5,5,0,0,0,0,0,0,5,0
Santiago Arzamendia,PAR,MFDF,Cádiz,24,8,299,0,0,0,0,0,0,0,37.3,24.2,1.52,1.82,45.5,1.52,1.21,2.42,0.91,0,0.91,0.3,0.3,1.82,0
Sergio Asenjo,ESP,GK,Valladolid,33,5,450,0,0,0,0,0,0,0,36.2,24.2,0,0,0,0,0,1.2,0,0,0,0,0.4,0,0
Marco Asensio,ESP,FWMF,Real Madrid,27,15,500,0.18,0,2,0,0.18,0.54,0,48.9,39.8,0.36,0,100,1.43,0.89,0.36,0.89,0.18,3.75,1.07,1.07,5.54,0.18
Iago Aspas,ESP,FW,Celta Vigo,35,20,1662,0.22,0,9,0.05,0.11,0.16,0,37.5,29,0.97,1.41,40.9,0.11,0.05,0.65,0.59,0,2.27,1.03,2.16,1.3,0
Pierre-Emerick Aubameyang,GAB,FW,Barcelona,33,1,9,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,10,0,0,0,0
Ludwig Augustinsson,SWE,DF,Mallorca,28,1,71,0,0,0,0,0,0,0,37.5,26.3,2.5,0,100,0,0,3.75,0,0,0,0,0,3.75,0
Ezequiel Ávila,ARG,FWMF,Osasuna,29,18,1161,0.39,0.08,7,0.16,0.23,0.16,0,27.3,15.3,2.02,2.71,42.6,0.39,0.23,0.7,0.85,0,3.1,1.4,2.17,4.19,0
Iddrisu Baba,GHA,MF,Mallorca,27,17,995,0.36,0,0,0,0,0,0,30.7,25.5,1.44,0.81,64,1.98,0.99,1.53,2.34,0,0.63,0,1.53,0,0
Sr?an Babi?,SRB,DF,Almería,26,18,1575,0.17,0,1,0,0,0,0,45.5,38.6,1.71,1.14,60,1.03,0.46,2.86,0.8,0,0.29,0.17,0.11,0.11,0
Loïc Bade,FRA,DF,Sevilla,22,6,448,0,0,0,0,0,0,0,76.8,68.8,1.6,2,44.4,1.4,1.2,3.4,0.6,0,0.2,0,0.2,0.4,0
Édgar Badía,ESP,GK,Elche,31,20,1800,0.1,0,0,0,0,0,0,28.3,20.3,0.15,0,100,0.05,0,0.55,0.05,0.05,0,0,0.1,0,0
Alex Baena,ESP,MFFW,Villarreal,21,18,1039,0.87,0.09,4,0,0,0.09,0,34,26.3,0,0.87,0,1.48,0.78,0.96,3.13,0.09,2.96,1.13,2.78,1.13,0.09
Alejandro Balde,ESP,DF,Barcelona,19,18,1210,0.15,0,0,0,0,0.3,0,65.4,59.3,0.37,0.75,33.3,1.72,1.34,0.75,1.04,0,0.45,0.15,0.9,1.42,0
Mikel Balenziaga,ESP,DF,Athletic Club,34,1,45,0,0,0,0,0,0,0,74,56,0,0,0,4,4,2,2,0,0,0,0,4,0
Iván Balliu,ALB,DF,Rayo Vallecano,31,20,1793,0.15,0,0,0,0,0,0.1,56.1,43.3,0.9,0.8,52.9,1.01,0.65,2.31,1.06,0,0.25,0.05,1.01,3.42,0
Léo Baptistão,BRA,FWMF,Almería,30,16,949,0.48,0,3,0,0,0.1,0,30.2,20.9,1.33,2.29,36.8,2.1,1.33,0.48,2,0,2.95,0.86,1.14,1.05,0
Keidi Bare,ALB,MF,Espanyol,25,11,330,0,0,0,0,0,0,0,45.4,37.8,1.08,2.16,33.3,1.89,0.81,1.35,2.43,0,1.08,0.54,1.89,1.08,0
Kike Barja,ESP,FWMF,Osasuna,25,10,387,0,0,1,0,0,0.23,0,40.7,27.2,0.7,0,100,0.7,0.23,0.23,1.63,0,0.93,0.7,1.86,9.53,0
Ander Barrenetxea,ESP,FWDF,Real Sociedad,21,7,191,0.95,0,1,0,0,0,0,31.9,24.3,1.9,4.29,30.8,2.86,1.43,0.95,2.38,0,0.95,0.95,0.48,0,0
Pablo Barrios,ESP,MF,Atlético Madrid,19,5,269,0.33,0,0,0,0,0,0,61.3,52,0.67,0.67,50,2.33,1.33,0.67,1,0,1.67,0.67,1.67,1,0
Rodrigo Battaglia,ARG,MF,Mallorca,31,13,660,0.68,0,0,0,0,0,0,29.6,23.7,1.37,1.1,55.6,1.64,0.68,2.47,1.51,0.27,0.27,0,1.51,0.14,0
Bebé,CPV,FW,Rayo Vallecano,32,4,60,1.43,0,0,0,0,0,0,54.3,30,0,1.43,0,0,0,0,2.86,0,5.71,0,2.86,22.9,0
Héctor Bellerín,ESP,DF,Barcelona,27,3,143,0,0,0,0,0,0,0,60,48.1,1.88,0,100,1.25,0,1.25,1.25,0,0,0,0,1.88,0
Fran Beltrán,ESP,MF,Celta Vigo,24,20,1614,0.17,0,0,0,0,0.06,0,60.8,54.6,0.61,1.45,29.7,0.95,0.61,1.06,0.73,0,0.89,0.06,0.5,1.17,0
Karim Benzema,FRA,FW,Real Madrid,35,12,1046,0.09,0,9,0.26,0.34,0.26,0,47.8,40.8,0.43,0.43,50,0.52,0.34,0.17,0.6,0,4.05,1.38,0.34,0.09,0.17
Yuri Berchiche,ESP,DF,Athletic Club,33,12,946,0.57,0.1,0,0,0,0.1,0,57.6,47,1.71,0.95,64.3,2,1.24,2.38,1.43,0,1.24,0.29,1.24,2.95,0
Álex Berenguer,ESP,FW,Athletic Club,27,20,1366,0,0,3,0,0,0.07,0,35.5,24.1,1.51,1.51,50,2.24,1.45,0.33,1.91,0,1.97,0.66,1.12,4.67,0
Pedro Bigas,ESP,DF,Elche,32,17,1278,0.21,0.14,0,0,0,0,0,46.9,37.4,1.13,0.49,69.6,1.55,0.85,3.94,0.63,0.07,0.85,0.35,0.7,0.35,0.07
El Bilal Touré,MLI,FW,Almería,21,15,935,0,0,4,0,0,0.19,0,19.1,13.6,3.27,3.17,50.7,0.29,0.19,1.63,2.21,0,2.31,1.06,0.29,0.29,0
Blanco,ESP,MF,Cádiz,22,3,158,0,0,0,0,0,0,0,33.9,31.7,1.67,0,100,3.33,2.22,1.67,1.11,0,0,0,0.56,0,0
Lautaro Blanco,ARG,MFDF,Elche,23,5,230,0.38,0,0,0,0,0.38,0,40,23.1,0,0.77,0,1.92,0.77,1.54,0.38,0,0,0,0,8.08,0
Theo Bongonda,COD,MF,Cádiz,27,14,808,0,0,2,0,0,0.22,0,22.7,15,0.56,1.11,33.3,1.33,1.11,0.22,0.67,0,2.11,0.44,1.67,3.22,0
Wassim Boullif,ESP,DFMF,Espanyol,18,4,74,0,0,0,0,0,0,0,6.25,5,0,2.5,0,2.5,1.25,3.75,1.25,0,0,0,0,0,0
Yassine Bounou,MAR,GK,Sevilla,31,19,1665,0.11,0,0,0,0,0,0,38,28.5,0.16,0.05,75,0.05,0.05,0.43,0,0,0,0,0.05,0,0
Lucas Boyé,ARG,FW,Elche,26,18,1217,0.22,0.07,1,0,0.07,0.15,0,23.5,18.4,1.19,2,37.2,1.41,0.67,1.7,2.3,0,2,0.59,1.93,0.59,0
Martin Braithwaite,DEN,FWMF,Espanyol,31,15,1187,0.15,0.08,5,0,0,0.08,0,16.5,10.6,1.67,2.35,41.5,0.61,0.08,0.45,0.76,0,2.12,1.06,1.59,0.91,0
Juan Brandáriz,ESP,DF,Almería,23,11,716,0.13,0,1,0,0,0,0,47.3,40,0.63,0.38,62.5,1.5,0.88,3.75,0.38,0,0.25,0.13,0.13,0.25,0
Darko Braanac,SRB,MF,Osasuna,31,18,746,0.48,0,1,0,0,0.12,0,33.4,27.1,1.33,1.33,50,2.17,1.45,0.6,1.33,0,0.72,0.36,1.33,0.36,0
Claudio Bravo,CHI,GK,Betis,39,3,270,0.33,0,0,0,0,0,0,33,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,ESP,DFMF,Sevilla,22,2,135,0.67,0,1,0,0,0,0,50,36.7,1.33,0.67,66.7,2,0.67,1.33,0.67,0,1.33,0.67,1.33,3.33,0
Ante Budimir,CRO,FW,Osasuna,31,16,867,0.21,0,2,0,0,0,0,15.9,8.85,5.52,5.63,49.5,0.94,0.31,1.15,2.4,0,2.92,0.73,1.46,0.21,0.1
Santiago Bueno,URU,DF,Girona,24,20,1787,0.2,0.05,0,0,0,0.05,0,58.3,50.6,2.31,1.36,63,1.91,1.06,2.51,1.16,0,0.55,0.1,1.01,0.15,0.05
Sergio Busquets,ESP,MF,Barcelona,34,18,1302,0.41,0.07,0,0,0,0.07,0,72.2,64.5,2.55,2.21,53.6,2.55,1.31,1.45,1.24,0,0.28,0.07,2,0.14,0
Leandro Cabrera,URU,DF,Espanyol,31,19,1647,0.16,0.05,0,0,0,0,0,44.6,32,2.51,1.53,62.2,1.09,0.55,4.15,0.98,0,0.77,0.16,0.49,0.33,0
Cala,ESP,DF,Cádiz,33,3,137,0,0,0,0,0,0,0,25.3,20,2,2.67,42.9,1.33,0.67,8,0.67,0,0.67,0,3.33,0,0
Fernando Calero,ESP,DFMF,Espanyol,27,17,1180,0.23,0,0,0,0,0,0,41.7,33.4,1.83,1.22,60,2.67,1.45,3.05,1.07,0,0.31,0.08,0.53,0.31,0
Alexander Callens,PER,DF,Girona,30,1,45,0,0,0,0,0,0,0,66,58,0,0,0,2,2,6,0,0,0,0,0,0,0
Eduardo Camavinga,FRA,MFDF,Real Madrid,20,20,914,0.29,0,0,0,0,0.1,0,62.7,57,0.88,0.69,56.3,2.94,2.06,1.27,1.47,0,1.18,0.1,3.63,0.49,0
Sergio Camello,ESP,FW,Rayo Vallecano,22,20,1431,0.06,0,5,0,0,0.19,0,16.9,13.6,1.13,1.7,40,0.69,0.44,0.94,0.57,0,2.58,0.75,0.88,0.06,0
Sergio Canales,ESP,FWMF,Betis,31,18,1455,0.25,0.06,3,0,0,0.06,0,54.7,41,0.56,0.68,45,1.11,0.62,0.43,0.43,0,1.54,0.49,1.3,4.69,0
Ander Capa,ESP,MFFW,Athletic Club,31,2,8,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Étienne Capoue,FRA,MF,Villarreal,34,15,1174,0.08,0,0,0,0,0,0,46.4,40.6,1.31,1.08,54.8,1.31,0.69,1.38,0.69,0,1.08,0.38,1.62,0.38,0
Isaac Carcelen,ESP,DF,Cádiz,29,14,1057,0.17,0.17,0,0,0,0,0,39.7,32.1,0.51,1.28,28.6,3.68,2.48,3.42,0.77,0.09,0.34,0.09,1.11,1.54,0
Juan Carlos,ESP,GK,Girona,35,10,900,0,0,0,0,0,0,0,34,28.8,0.1,0,100,0,0,0.7,0,0,0,0,0,0,0
José Carlos Lazo,ESP,MFFW,Almería,26,1,20,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,5,0,10,5,5,0,0
José Carlos Lazo,ESP,MFFW,Espanyol,26,8,127,0,0,1,0,0,0,0,17.1,12.1,0,1.43,0,2.86,1.43,3.57,0.71,0,2.86,0.71,2.14,2.86,0
Carmona,ESP,MF,Elche,21,3,261,0.69,0,1,0,0,0,0,29,19.3,0.34,1.72,16.7,3.45,1.38,1.38,2.76,0,1.38,1.03,0.34,2.41,0
Carmona,ESP,DF,Sevilla,21,10,527,1.02,0.17,2,0,0,0.17,0,55.9,45.6,0.51,1.36,27.3,2.2,1.86,2.88,2.37,0,0.85,0.34,1.02,1.86,0
Yannick Carrasco,BEL,DFMF,Atlético Madrid,29,18,969,0.09,0,1,0,0,0,0,43,34.3,0.37,0.28,57.1,1.76,1.02,0.83,1.02,0,2.59,0.83,0.65,3.7,0
Dani Carvajal,ESP,DF,Real Madrid,31,15,1076,0.25,0,0,0,0,0.08,0,62.4,53,0.33,0.67,33.3,1.92,1,2.08,0.92,0.08,0.5,0,0.75,2.25,0
William Carvalho,POR,MF,Betis,30,18,1346,0.27,0.07,2,0,0,0.07,0,64.6,55.5,1.13,0.87,56.7,1.47,0.93,0.8,1.2,0,0.93,0.33,1.47,0.13,0
Casemiro,BRA,MF,Real Madrid,30,1,8,0,0,0,0,0,0,0,80,70,0,0,0,0,0,10,10,0,0,0,0,0,0
Valentín Castellanos,ARG,FW,Girona,24,20,1508,0.36,0,4,0.06,0.06,0,0,14.2,8.93,1.49,2.26,39.7,0.42,0.18,0.77,1.55,0,2.62,0.71,1.67,0.3,0
Samu Castillejo,ESP,FW,Valencia,28,16,960,0.47,0,3,0,0,0,0,37.2,28.6,0.56,1.31,30,1.59,0.84,0.09,2.43,0,2.71,0.75,2.71,4.11,0
Catena,ESP,DF,Rayo Vallecano,28,19,1710,0.32,0,1,0,0,0.05,0,54.7,44.6,2.37,0.89,72.6,0.74,0.42,4.58,0.79,0,0.26,0.16,0.68,0.05,0
Edinson Cavani,URU,FW,Valencia,35,14,945,0.38,0,5,0.19,0.29,0.1,0,24.3,17.9,0.86,1.43,37.5,0.38,0.1,0.48,1.24,0,2.19,0.67,0.57,0.19,0
Dani Ceballos,ESP,MF,Real Madrid,26,13,566,0.32,0,0,0,0,0.16,0,85.2,78.1,0.16,0.32,33.3,2.22,1.27,0.79,1.11,0,0.95,0.32,2.38,0.79,0
Franco Cervi,ARG,MF,Celta Vigo,28,19,1315,0,0.07,0,0,0,0.14,0,35.9,25.5,0.48,1.3,26.9,3.49,2.05,0.75,1.37,0,1.16,0.27,1.71,4.38,0
Pep Chavarría,ESP,FWDF,Rayo Vallecano,24,7,95,0.91,0,0,0,0,0,0,50,33.6,2.73,2.73,50,0.91,0.91,4.55,3.64,0,0,0,0.91,6.36,0
Andreas Christensen,DEN,DF,Barcelona,26,10,723,0.25,0,0,0,0,0.13,0,87.9,83,2.38,1,70.4,1.13,0.63,2.75,0.75,0,0.38,0.25,0.38,0,0
Samuel Chukwueze,NGA,FWMF,Villarreal,23,19,1008,0.09,0,1,0,0,0.18,0,34.9,26.9,0.63,0.27,70,0.98,0.45,0.89,0.71,0,2.14,0.54,1.25,1.07,0
Víctor Chust,ESP,DF,Cádiz,22,11,851,0.32,0,1,0,0,0,0,41.6,34.3,1.68,1.58,51.6,0.84,0.63,4.63,0.84,0.11,0.11,0.11,0.21,0,0
Pathé Ciss,SEN,MFDF,Rayo Vallecano,28,18,919,0.39,0,1,0,0,0,0,47.2,39.4,1.67,1.57,51.5,2.94,2.25,2.35,2.65,0,1.57,0.39,0.88,0.29,0
Carlos Clerc,ESP,DFMF,Elche,30,15,1172,0.08,0,0,0,0,0.08,0,48.1,35.1,0.46,0.54,46.2,2.38,1.62,2.69,0.92,0,0.38,0.23,0.85,3.46,0
Álex Collado,ESP,MF,Elche,23,9,536,0.17,0,1,0,0,0.17,0,36.3,29.3,0.67,1,40,3.67,1.83,0.5,1.33,0,1.83,0.83,1,1.83,0
Diego Collado,ESP,FW,Villarreal,22,2,6,0,0,0,0,0,0,0,70,50,0,0,0,0,0,0,0,0,0,0,0,20,0
Eray Cömert,SUI,DF,Valencia,25,17,1337,0.27,0.07,1,0,0,0,0,56.4,49,2.75,1.88,59.4,1.68,1.07,3.62,1.34,0,0.54,0.34,0.67,0.07,0
Santi Comesaña,ESP,MF,Rayo Vallecano,26,18,1116,0.16,0,1,0,0,0,0,44.5,37.6,1.05,1.85,36.1,3.06,1.85,0.48,1.94,0,0.97,0.16,1.05,0.4,0
Copete,ESP,DF,Mallorca,23,17,1285,0.35,0,0,0,0,0,0,37.7,29.4,1.19,0.56,68,2.03,1.19,3.78,1.89,0.07,0.28,0,1.05,0.21,0
Francis Coquelin,FRA,MF,Villarreal,31,15,713,0.25,0,1,0,0,0,0,37.5,32,0.76,0.51,60,2.28,1.65,0.89,1.27,0,0.76,0.13,0.76,0.63,0
Jesús Corona,MEX,FW,Sevilla,30,1,62,0,0,0,0,0,0,0,28.6,22.9,0,1.43,0,1.43,0,0,1.43,0,0,0,4.29,2.86,0
Ángel Correa,ARG,MFFW,Atlético Madrid,27,19,821,0.22,0,5,0,0,0,0,34.7,27.3,0.22,1.1,16.7,0.55,0.22,0.44,0.99,0,3.19,1.21,1.21,1.98,0
Thierry Correia,POR,DF,Valencia,23,16,1382,0.19,0,0,0,0,0,0,63.8,49.4,1.1,0.97,53.1,2.73,1.88,2.27,1.62,0,0.26,0,2.27,3.44,0.06
Jaume Costa,ESP,DF,Mallorca,34,17,1478,0.3,0,0,0,0,0.06,0,43,32,0.98,0.73,57.1,1.71,1.1,1.46,1.16,0,0.49,0.3,1.34,2.8,0
Samu Costa,POR,MF,Almería,22,17,1147,0.24,0,1,0,0,0,0,51.9,40.6,1.89,0.71,72.7,3.31,1.73,2.2,2.44,0,0.71,0.39,1.65,0.31,0
Thibaut Courtois,BEL,GK,Real Madrid,30,15,1350,0,0,0,0,0,0,0,35.4,29.6,0.2,0,100,0.07,0,0.2,0,0,0,0,0.13,0,0
Yan Couto,BRA,DFMF,Girona,20,14,684,0.13,0,0,0,0,0.13,0,51.6,38.9,0.13,0.53,20,2.5,1.71,0.26,0.92,0,0.66,0,1.18,4.61,0
Juan Cruz Armada,ESP,DF,Osasuna,30,16,1263,0.29,0,0,0,0,0,0,45.7,34.3,0.5,0.79,38.9,1.21,0.64,2.43,0.79,0,0.07,0,0.43,2.21,0
Juan Cruz,ESP,FW,Betis,22,5,174,0,0,1,0,0,0,0,18.9,11.6,0.53,1.05,33.3,0.53,0,0,1.58,0,2.63,1.05,1.05,3.16,0
Jorge Cuenca,ESP,DF,Villarreal,23,6,356,0.25,0,0,0,0,0,0,69.3,59.5,2.25,1,69.2,1.5,1,7,1,0.25,0.5,0,0.25,0.25,0
Braian Cufré,ARG,DF,Mallorca,26,5,220,0,0,0,0,0,0,0,38.3,31.7,0,0.42,0,2.08,0.83,0.42,2.08,0,1.25,0,1.25,0.42,0
Matheus Cunha,BRA,FWMF,Atlético Madrid,23,11,377,0.48,0,0,0,0,0.48,0,20.2,15.2,0.71,3.33,17.6,0.95,0.24,0.71,1.67,0,2.86,1.9,1.43,0.71,0
Curro,ESP,MF,Almería,27,2,43,2,0,0,0,0,0,0,56,42,0,4,0,4,0,0,2,0,2,2,0,2,0
Arnaut Danjuma,NED,FW,Villarreal,26,10,479,0,0,2,0.19,0.19,0,0,17.9,13.2,0,0.57,0,0.57,0.57,0.19,0.38,0,2.08,0.75,1.32,1.13,0
Sergi Darder,ESP,MF,Espanyol,29,20,1773,0.1,0,2,0,0,0.05,0,43.2,30.5,0.15,0.25,37.5,1.93,1.07,0.66,0.76,0,1.02,0.25,2.34,5.43,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,28,15,875,0.21,0,1,0,0,0.21,0,63.5,51.3,0.31,0.72,30,1.24,0.41,0.21,1.44,0,0.82,0.31,2.27,2.78,0
Alberto Del Moral,ESP,MF,Villarreal,22,1,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Delaney,DEN,MF,Sevilla,31,8,309,0.88,0,0,0,0,0,0,48.2,41.2,2.65,0.59,81.8,1.18,0.59,0.88,1.18,0,0.88,0.29,1.47,1.18,0
Fran Delgado,ESP,DF,Betis,21,1,12,0,0,0,0,0,0,0,80,70,0,0,0,0,0,0,0,0,0,0,0,10,0
Ousmane Dembélé,FRA,FW,Barcelona,25,18,1100,0.33,0,5,0,0,0.41,0,53,40.9,0.16,0.9,15.4,1.39,0.9,0.16,1.15,0,3.2,1.15,1.07,5.82,0
Mouctar Diakhaby,GUI,DF,Valencia,26,14,1151,0.47,0.08,2,0,0,0,0,47.3,39.9,1.17,2.03,36.6,1.25,0.63,2.97,1.02,0,0.55,0.23,0.39,0,0
Mamady Diarra,MLI,MFDF,Cádiz,22,2,66,0,0,0,0,0,0,0,12.9,11.4,0,0,0,2.86,1.43,0,1.43,0,4.29,0,1.43,0,0
Youba Diarra,MLI,MF,Cádiz,24,3,42,2,0,0,0,0,0,0,38,32,0,4,0,4,0,2,2,0,0,0,0,0,0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,29,19,1710,0.16,0,0,0,0,0,0,30.7,18.9,0.26,0,100,0,0,0.47,0,0,0,0,0.05,0,0
Malcom Abdulai Ares Djalo,ESP,FW,Athletic Club,21,1,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,10,0,0,0,0
Djené,TOG,DF,Getafe,31,18,1536,0.29,0,0,0,0,0,0,38.7,31.7,1.52,0.94,61.9,0.94,0.58,2.51,1.29,0.06,0.18,0,1.4,0.35,0
Marko Dmitrovi?,SRB,GK,Sevilla,31,3,225,0.4,0,0,0,0,0,0,40,28.8,0.4,0,100,0,0,0.8,0,0,0,0,0.4,0,0
Kasper Dolberg,DEN,FW,Sevilla,25,4,197,0,0,0,0,0,0.45,0,12.7,8.64,1.36,1.82,42.9,0.45,0,2.27,0.91,0,0.91,0.45,1.82,0,0
Carlos Dominguez,ESP,MF,Celta Vigo,22,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Donald,ESP,DF,Elche,22,3,150,0,0.59,0,0,0,0,0,19.4,16.5,1.18,1.18,50,0.59,0,1.76,1.18,0,0,0,0.59,0,0
Domingos Duarte,POR,DF,Getafe,27,19,1665,0.38,0,0,0,0,0.11,0.05,34.9,27.6,1.57,0.86,64.4,0.86,0.54,5.03,1.08,0.05,0.59,0.16,0.76,0,0
Pablo Durán,ESP,MFDF,Celta Vigo,22,4,36,0,0,0,0,0,0,0,52.5,35,2.5,2.5,50,0,0,5,2.5,0,0,0,0,2.5,0
Hugo Duro,ESP,FWMF,Valencia,23,15,541,0.33,0,1,0,0,0,0,20,15,1.67,3,35.7,0.83,0.33,0.5,1.5,0,2.67,0.83,2.17,0.17,0
Íñigo Eguaras,ESP,MF,Almería,30,16,628,0.57,0,1,0,0,0.14,0,53.6,45.3,0.43,0.29,60,1.57,1.14,1.29,0.71,0,0.71,0.29,0.57,0.29,0
Aritz Elustondo,ESP,DF,Real Sociedad,28,16,1028,0.35,0.09,0,0,0,0.09,0,52.2,42.7,1.14,1.67,40.6,1.84,1.05,2.63,1.49,0,0.53,0,0.7,0.35,0
Rodrigo Ely,BRA,DF,Almería,29,20,1715,0.26,0.05,0,0,0,0,0.05,43.9,35.7,2.36,0.52,81.8,0.68,0.52,5.5,0.84,0,0.63,0.05,0.31,0.1,0
