Player,Nation,Position,Team,Age,Matches,Minutes,YellowCards,RedCards,Goals,PKGoals,PKAttempts,Assists,OwnGoals,PassAttempted,PassCompleted,AerialsWon,AerialsLost,AerialsWonPerc,Tackles,TacklesWon,Clearances,FoulsCommitted,PKConceded,Shots,ShotsTarget,FoulsDrawn,Crosses,PKWon
Nélson Semedo,POR,DF,Wolves,29,20,1272,0.35,0.07,0,0,0,0.07,0,47.7,38.3,0.92,1.06,46.4,3.12,1.99,3.12,1.63,0,0.21,0,0.99,1.56,0
Antoine Semenyo,GHA,FWMF,Bournemouth,23,2,102,0,0,0,0,0,0,0,16.4,10,3.64,3.64,50,0.91,0,0,0.91,0,0.91,0,2.73,0.91,0
Marcos Senesi,ARG,DF,Bournemouth,25,18,1428,0.13,0,1,0,0,0,0,46.2,36.2,0.75,0.69,52.2,2.08,1.38,5.09,0.94,0.13,0.13,0.06,0.5,0.38,0
Ryan Sessegnon,ENG,DF,Tottenham,22,17,813,0.44,0,2,0,0,0,0,43.3,31.1,1.11,1.11,50,1.89,1.22,1.89,1.67,0,2,0.67,0.67,3.33,0
Luke Shaw,ENG,DF,Manchester Utd,27,18,1503,0.24,0,1,0,0,0.06,0,74.3,61.1,1.44,1.08,57.1,1.8,0.9,1.68,1.68,0,0.36,0.18,0.84,2.87,0
Jonjo Shelvey,ENG,MF,Newcastle Utd,30,3,37,0,0,0,0,0,0,0,65,47.5,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0
Jonjo Shelvey,ENG,MF,Nott'ham Forest,30,1,35,0,0,0,0,0,0,0,60,47.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0
Bernardo Silva,POR,MFFW,Manchester City,28,20,1410,0.13,0,2,0,0,0.32,0,61.3,52.7,0.13,0.32,28.6,1.97,0.89,0.25,0.64,0,1.08,0.32,0.7,3.12,0.06
Thiago Silva,BRA,DF,Chelsea,38,20,1794,0.05,0,0,0,0,0.1,0,80.7,72.8,2.06,0.95,68.3,1.56,0.95,4.52,0.4,0,0.5,0.05,0.5,0.05,0
Ellis Simms,ENG,FW,Everton,22,2,17,0,0,0,0,0,0,0,20,15,5,10,33.3,0,0,0,0,0,0,0,0,0,0
Luis Sinisterra,COL,FW,Leeds United,23,12,537,0.5,0.17,2,0,0,0,0,36.7,30.2,1.67,1.5,52.6,2.33,1.5,0.17,1.5,0.17,2.17,0.83,1.5,0.67,0
Oliver Skipp,ENG,MF,Tottenham,22,8,198,0.91,0,0,0,0,0,0,45.5,35.5,0.45,0.91,33.3,1.36,0.91,1.82,1.82,0,0.45,0.45,0.91,3.64,0
Adam Smith,ENG,DF,Bournemouth,31,21,1805,0.35,0,0,0,0,0.05,0,41.1,31.6,0.7,1.29,35,1.79,1.04,2.19,1.04,0,0.15,0.05,0.65,1.24,0
Emile Smith Rowe,ENG,MFFW,Arsenal,22,5,52,0,0,0,0,0,0,0,36.7,31.7,0,3.33,0,1.67,1.67,3.33,1.67,0,3.33,1.67,0,3.33,0
Cédric Soares,POR,DF,Arsenal,31,2,29,0,0,0,0,0,0,0,80,63.3,0,3.33,0,0,0,3.33,3.33,0,0,0,0,10,0
Cédric Soares,POR,DF,Fulham,31,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Solanke,ENG,FWMF,Bournemouth,25,17,1431,0.06,0,3,0,0,0.19,0,15.8,11,1.57,2.58,37.9,0.44,0.25,1.45,1.38,0,2.26,1.01,1.76,0.25,0
Manor Solomon,ISR,FW,Fulham,23,5,79,0,0,1,0,0,0,0,25.6,20,2.22,0,100,2.22,1.11,0,0,0,2.22,2.22,0,0,0
Tomá Sou?ek,CZE,MF,West Ham,27,22,1655,0.05,0,1,0,0,0.05,0,34.3,25.1,3.26,2.45,57.1,2.93,1.41,1.96,1.52,0,1.03,0.33,0.6,0.49,0
Boubakary Soumaré,FRA,MF,Leicester City,23,14,836,0.43,0,0,0,0,0,0,53.8,47.8,0.97,0.97,50,3.66,2.47,1.72,1.51,0,0.11,0,1.08,0.11,0
Harry Souttar,AUS,DF,Leicester City,24,2,180,0.5,0,0,0,0,0.5,0.5,42.5,35.5,2,0,100,2,2,4,1,0,0,0,0,0,0
Çaðlar Söyüncü,TUR,DF,Leicester City,26,2,79,1.11,0,0,0,0,0,0,54.4,43.3,0,1.11,0,2.22,1.11,2.22,1.11,0,0,0,0,0,0
Djed Spence,ENG,FWDF,Tottenham,22,4,7,0,0,0,0,0,0,0,90,50,10,0,100,0,0,0,0,0,10,0,0,0,0
Jack Stacey,ENG,DF,Bournemouth,26,9,297,0.61,0,0,0,0,0,0,38.2,21.8,1.52,0.91,62.5,1.52,1.21,4.55,1.21,0,0.3,0,0,3.03,0
Junior Stanislas,ENG,MF,Bournemouth,33,4,61,0,0,0,0,0,0,0,40,31.4,0,1.43,0,0,0,0,0,0,1.43,0,0,1.43,0
Jay Stansfield,ENG,FW,Fulham,20,3,87,0,0,0,0,0,0,0,23,9,0,1,0,0,0,1,1,0,2,0,1,3,0
Jack Stephens,ENG,DF,Southampton,29,2,46,0,0,0,0,0,0,0,56,46,2,0,100,4,4,4,2,0,0,0,0,0,0
Jack Stephens,ENG,DF,Bournemouth,29,5,273,0.33,0,0,0,0,0,0,30,24.3,0.67,1,40,2.33,1.67,4.67,0.33,0,0,0,0.33,0,0
Raheem Sterling,ENG,FWMF,Chelsea,28,16,1144,0.24,0,4,0,0,0.16,0,31.2,23.3,0,0.47,0,0.79,0.39,0.24,1.18,0,1.65,0.79,1.5,2.13,0
John Stones,ENG,DF,Manchester City,28,14,1181,0.08,0,0,0,0,0.15,0.08,80.3,75.6,1.53,0.84,64.5,0.92,0.69,1.76,0.38,0,0.53,0.08,0.53,0.15,0
Pascal Struijk,NED,DF,Leeds United,23,20,1677,0.22,0,2,0,0,0.05,0,57.5,45.4,2.37,1.83,56.4,3.39,2.37,2.63,1.34,0.05,0.7,0.32,0.59,0.91,0
Kamaldeen Sulemana,GHA,FWMF,Southampton,20,2,135,0,0,0,0,0,0,0,31.3,20.7,0.67,0.67,50,0,0,0,0,0,4.67,0.67,0.67,0.67,0
Crysencio Summerville,NED,FW,Leeds United,21,14,673,0.27,0,4,0,0,0.13,0,30.1,22.5,0.4,1.07,27.3,2.13,1.47,0.67,1.47,0,1.73,0.67,2.4,1.2,0.13
Sam Surridge,ENG,FW,Nott'ham Forest,24,14,264,0.69,0,1,0,0,0,0,22.4,9.66,4.14,4.48,48,1.38,0,2.07,2.76,0,3.1,0.69,2.76,1.03,0
Japhet Tanganga,ENG,DF,Tottenham,23,2,141,0,0,0,0,0,0,0,54.4,48.8,3.13,1.25,71.4,1.88,1.25,3.75,1.88,0,0,0,1.88,0.63,0
Matt Targett,ENG,DF,Newcastle Utd,27,10,426,0,0,0,0,0,0,0,60.2,46,1.91,1.49,56.3,2.34,1.7,2.55,1.49,0,0.21,0,0.43,5.53,0
James Tarkowski,ENG,DF,Everton,30,21,1890,0.19,0,1,0,0,0,0,50.6,42.7,2.76,1.19,69.9,1.14,0.62,5.43,0.95,0,0.71,0.29,0.62,0,0
Marcus Tavernier,ENG,MFFW,Bournemouth,23,16,1311,0.07,0,2,0,0,0.27,0,35.1,24,0.89,1.51,37.1,1.71,1.1,1.44,0.82,0,1.78,0.62,1.78,5.27,0
Tetê,BRA,FW,Leicester City,22,2,158,0,0,1,0,0,0,0,29.4,22.2,0.56,3.89,12.5,1.11,0,0,0,0,2.78,0.56,2.78,1.67,0
Kenny Tete,NED,DF,Fulham,27,17,1416,0.38,0,0,0,0,0.25,0,54.2,39.7,1.08,0.89,54.8,3.12,1.78,3.38,1.46,0,0.38,0.19,1.53,3.44,0
Luke Thomas,ENG,DF,Leicester City,21,10,691,0.13,0,0,0,0,0,0.13,59.2,47.1,1.04,1.04,50,1.56,1.43,2.73,0.78,0,0.26,0,0.91,0.78,0
Youri Tielemans,BEL,MF,Leicester City,25,21,1647,0.16,0,3,0.05,0.11,0.05,0,65.5,53.9,0.93,0.44,68,2.51,1.48,0.82,1.15,0,1.2,0.38,0.71,1.8,0
Kieran Tierney,SCO,DF,Arsenal,25,15,469,0,0,0,0,0,0,0,58.1,42.9,0.38,1.92,16.7,1.73,0.77,2.69,0.77,0,0.96,0.38,0.77,2.12,0
Harry Toffolo,ENG,DF,Nott'ham Forest,27,10,613,0,0,0,0,0,0,0,39.6,26.3,1.62,1.18,57.9,1.47,0.88,3.24,0.44,0.15,0.44,0,0.59,3.24,0
Takehiro Tomiyasu,JPN,DF,Arsenal,24,16,512,0.18,0,0,0,0,0.18,0,60.2,50.2,1.23,2.81,30.4,3.51,2.46,2.46,1.05,0,0.18,0,0.53,1.23,0
James Tomkins,ENG,DF,Crystal Palace,33,4,247,0.74,0.37,1,0,0,0,0,50.4,41.1,1.48,2.22,40,1.11,0.74,4.07,0.74,0,0.74,0.37,0.37,0,0
Ivan Toney,ENG,FW,Brentford,26,20,1789,0.4,0,14,0.2,0.2,0.15,0,24.9,14.6,3.47,3.72,48.3,0.8,0.5,1.06,1.76,0,2.76,1.01,2.31,0.85,0.15
Adama Traoré,ESP,FWMF,Wolves,27,19,900,0,0,1,0,0,0.1,0,30,19.6,2.5,1.2,67.6,1,0.4,0.6,0.8,0,1.3,0.3,1.8,4.7,0
Boubacar Traoré,MLI,MF,Wolves,21,8,384,0.47,0,0,0,0,0.23,0,29.1,22.6,1.63,1.86,46.7,2.33,0.93,0.23,2.33,0,0.7,0,0.47,0.23,0
Mark Travers,IRL,GK,Bournemouth,23,11,945,0,0,0,0,0,0,0,30.9,23.2,0.29,0,100,0,0,0.57,0,0,0,0,0,0,0
Kieran Trippier,ENG,DF,Newcastle Utd,32,22,1954,0.23,0,1,0,0,0.18,0,73.1,52.2,1.38,0.97,58.8,2.17,1.52,1.98,1.15,0.05,0.37,0.09,0.83,10.4,0
Leandro Trossard,BEL,FW,Arsenal,28,3,70,0,0,1,0,0,0,0,50,37.5,0,0,0,3.75,2.5,0,2.5,0,5,2.5,0,8.75,0
Leandro Trossard,BEL,FWMF,Brighton,28,16,1315,0.07,0,7,0,0,0.14,0,36.2,26,0.41,0.75,35.3,0.75,0.41,0.07,0.68,0,2.6,1.16,0.89,2.4,0.07
Kostas Tsimikas,GRE,DF,Liverpool,26,13,446,0.2,0,0,0,0,0.6,0,72,55.2,1.2,1,54.5,1.8,1,1.8,0.8,0,1.4,0.4,0.8,11.2,0
Deniz Undav,GER,FWMF,Brighton,26,10,231,0,0,0,0,0,0,0,21.2,17.3,1.15,1.92,37.5,1.54,1.15,0.38,1.15,0,4.23,1.15,0.38,0,0
Yan Valery,TUN,DF,Southampton,23,1,45,0,0,0,0,0,0,0,46,30,2,0,100,0,0,6,0,0,0,0,0,2,0
Virgil van Dijk,NED,DF,Liverpool,31,17,1485,0.06,0,2,0,0,0,0,80.3,71.5,2.67,0.73,78.6,0.61,0.18,4.24,0.36,0.06,1.09,0.3,0,0,0
Raphaël Varane,FRA,DF,Manchester Utd,29,17,1299,0.07,0,0,0,0,0,0.07,54.6,47.2,1.74,0.76,69.4,1.32,0.49,4.65,0.63,0,0.35,0.14,0.14,0.07,0
Jamie Vardy,ENG,FW,Leicester City,36,22,1175,0.08,0,1,0,0,0.31,0,12.5,6.64,1.83,2.75,40,0.53,0.23,1.45,1.15,0,1.22,0.53,0.15,0.31,0
Joël Veltman,NED,DF,Brighton,31,19,1373,0.13,0,0,0,0,0.07,0,65.6,54.6,0.85,1.05,44.8,2.68,1.5,2.81,1.18,0.07,0.33,0.07,1.44,0.72,0
Fabio Vieira,POR,MFFW,Arsenal,22,12,274,0,0,1,0,0,0.33,0,47.3,37.7,0.33,0.33,50,1.33,0.67,0.33,1,0,2.33,0.67,0.33,3,0
Matías Viña,URU,MF,Bournemouth,25,1,10,0,0,0,0,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0
Rúben Vinagre,POR,DFMF,Everton,23,2,26,0,0,0,0,0,0,0,80,50,0,3.33,0,6.67,6.67,3.33,0,0,0,0,10,6.67,0
Carlos Vinícius,BRA,FW,Fulham,27,15,435,0.21,0,1,0,0,0,0,16,9.17,1.67,3.75,30.8,0.42,0,1.04,1.67,0,1.67,0.83,1.88,0.63,0
Theo Walcott,ENG,FWMF,Southampton,33,4,139,0.67,0,0,0,0,0,0,20.7,14.7,0.67,0.67,50,2,0.67,0,1.33,0,2,0.67,0,2.67,0
Kyle Walker,ENG,DF,Manchester City,32,11,793,0.11,0,0,0,0,0,0,96.9,84.9,1.36,0.34,80,0.34,0.23,0.57,0.45,0,0.34,0.11,0.45,1.36,0
Kyle Walker-Peters,ENG,DF,Southampton,25,16,1402,0.13,0,1,0,0,0,0,43.5,31.6,0.83,1.09,43.3,1.92,1.03,1.73,0.96,0,0.38,0.13,1.6,2.18,0
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,25,8,609,0,0,0,0,0,0,0,48.4,39.7,0.74,1.03,41.7,2.65,1.91,2.65,0.59,0,0.15,0,0.15,1.32,0
Danny Ward,WAL,GK,Leicester City,29,22,1980,0,0,0,0,0,0,0,37,27.4,0.14,0,100,0.05,0.05,0.59,0,0,0,0,0.18,0,0
Joel Ward,ENG,DF,Crystal Palace,33,16,1295,0.28,0,0,0,0,0,0,46.5,34.8,1.94,1.25,60.9,1.81,1.18,3.19,1.25,0,0.07,0,0.49,1.46,0
James Ward-Prowse,ENG,MF,Southampton,28,22,1980,0.14,0,5,0,0.05,0.09,0.05,57.7,43.7,1.68,1.18,58.7,1.59,0.86,0.95,0.95,0,1.09,0.41,0.45,7.55,0
Ollie Watkins,ENG,FW,Aston Villa,27,20,1628,0.06,0,5,0,0,0.22,0,18.3,12.9,2.15,3.37,39,0.55,0.33,0.88,0.66,0,2.38,1.1,1.16,0.28,0
Adam Webster,ENG,DF,Brighton,28,16,1248,0.07,0,0,0,0,0,0.07,71.6,62.5,2.73,1.22,69.1,0.86,0.58,2.73,0.5,0,1.01,0.07,0.29,0.14,0
Wout Weghorst,NED,FW,Manchester Utd,30,4,274,0,0,0,0,0,0,0,20.7,14,1.33,2.67,33.3,0.67,0.33,1,1,0,0.67,0.33,1,0,0
Danny Welbeck,ENG,FW,Brighton,32,16,1142,0,0,1,0,0,0.16,0,17.5,14.4,1.89,1.73,52.2,0.71,0.39,0.87,1.42,0,2.52,0.94,0.63,0,0.08
Ben White,ENG,DF,Arsenal,25,21,1683,0.21,0,0,0,0,0.11,0,65.6,54.8,1.07,1.12,48.8,2.19,1.28,2.51,0.7,0,0.27,0,0.8,1.87,0
Harvey White,ENG,MF,Tottenham,21,1,5,0,0,0,0,0,0,0,80,30,10,0,100,0,0,0,0,0,0,0,0,30,0
Neco Williams,WAL,DF,Nott'ham Forest,21,21,1215,0.3,0,0,0,0,0,0,45.1,28.8,0.81,1.11,42.3,3.56,2.44,2.15,1.48,0,1.48,0.37,0.96,4.89,0
Willian,BRA,FW,Fulham,34,16,1205,0,0,3,0,0,0.15,0,37.7,29.9,0.45,0.82,35.3,0.75,0.45,0.3,0.37,0,1.72,0.82,1.12,2.01,0
Joe Willock,ENG,MF,Newcastle Utd,23,22,1599,0.06,0,2,0,0,0.11,0,34.7,28,0.62,0.67,47.8,1.97,1.18,0.67,1.4,0,1.8,0.51,0.67,1.85,0
Callum Wilson,ENG,FW,Newcastle Utd,30,16,1128,0.24,0,7,0.08,0.08,0.24,0,11.6,8.24,1.12,2.56,30.4,0.56,0.08,0.32,1.2,0,3.28,1.36,1.36,0.4,0
Harry Wilson,WAL,FW,Fulham,25,14,353,0.26,0,0,0,0,0,0,40.5,30.5,0.77,0.51,60,2.56,1.54,1.03,1.28,0,2.05,0.26,1.03,2.56,0.26
Yoane Wissa,COD,FW,Brentford,26,22,937,0.19,0,4,0,0,0.19,0,20,14.2,0.96,1.25,43.5,1.25,0.77,1.06,0.87,0,2.02,0.77,1.15,0.87,0.1
Maximilian Wöber,AUT,DF,Leeds United,25,4,295,0.3,0,0,0,0,0,0,63.9,46.4,1.82,0.91,66.7,1.52,1.52,2.73,0.61,0,1.21,0,0,0,0
Chris Wood,NZL,FW,Newcastle Utd,31,18,446,0,0,2,0.2,0.2,0,0,21.2,13.2,4.6,4.6,50,1,0.8,1.4,0.8,0,1.6,0.6,0.8,0,0
Chris Wood,NZL,FW,Nott'ham Forest,31,3,208,0,0,0,0,0,0,0,16.1,8.26,3.91,5.65,40.9,0,0,0.43,0,0,0.43,0,1.3,0,0
Joe Worrall,ENG,DF,Nott'ham Forest,26,17,1251,0.36,0,0,0,0,0,0,52,41.7,2.09,0.79,72.5,2.3,0.94,4.03,1.37,0.07,0.29,0,0.14,0.22,0
Granit Xhaka,SUI,MF,Arsenal,30,21,1786,0.15,0,3,0,0,0.25,0,50.7,42.9,1.06,0.86,55.3,0.86,0.61,1.67,0.81,0,1.21,0.25,1.16,1.21,0
Ryan Yates,ENG,MF,Nott'ham Forest,25,18,1392,0.26,0,0,0,0,0.06,0,30.9,24.1,1.74,1.1,61.4,1.74,0.9,2.19,2.39,0,1.61,0.32,2.71,0.32,0.06
Ashley Young,ENG,DF,Aston Villa,37,17,1192,0.23,0,1,0,0,0,0,55.9,41.6,0.68,0.53,56.3,2.8,1.52,2.73,1.06,0.08,0.61,0.15,0.83,1.89,0
Wilfried Zaha,CIV,FWMF,Crystal Palace,30,19,1661,0.16,0,6,0,0.11,0.11,0,24.9,19.9,0.27,0.7,27.8,1.46,0.86,0.43,1.14,0,2.11,0.86,3.08,1.19,0.05
Denis Zakaria,SUI,MF,Chelsea,26,4,286,0,0,0,0,0,0,0,43.1,38.8,0,0.31,0,1.25,0.94,2.5,0.63,0,0.63,0,0.31,0,0
Jordan Zemura,ZIM,DF,Bournemouth,23,16,1217,0.07,0,0,0,0,0.07,0,37.5,26.6,0.44,0.74,37.5,2.44,1.48,1.93,1.04,0.07,0.3,0,0.81,1.04,0
Oleksandr Zinchenko,UKR,DF,Arsenal,26,14,1081,0.17,0,0,0,0,0.08,0,78.1,68.1,1.75,0.58,75,1.92,0.75,1.58,0.17,0,1.25,0.25,0.75,1.83,0
Hakim Ziyech,MAR,FWMF,Chelsea,29,12,511,0,0,0,0,0,0.18,0,53.9,33.9,0,0.53,0,3.16,1.75,0.88,1.4,0,1.93,0.35,2.11,9.47,0
Kurt Zouma,FRA,DF,West Ham,28,15,1274,0,0,1,0,0,0,0,43,36.8,2.61,0.35,88.1,0.28,0.14,5.42,0.49,0,0.77,0.21,0.28,0,0
Martin Ødegaard,NOR,MF,Arsenal,24,20,1684,0.16,0,8,0,0,0.27,0,48.4,38.3,0.48,0.7,40.9,1.02,0.7,0.37,1.02,0,2.73,0.86,0.8,2.51,0
